id,data_format,cases,access,file_name,submitter_id,data_category,type,created_datetime,file_size,updated_datetime,md5sum,file_id,data_type,state,experimental_strategy,version,data_release,project,analysis_id,analysis_state,analysis_submitter_id,analysis_workflow_link,analysis_workflow_type,analysis_workflow_version,sample_type,is_ffpe,cases.submitter_id,sample.submitter_id
da096957-d8e6-478a-bf5f-269b8400db85,TXT,TCGA-ND-A4WF-01A-11R-A28V-07,open,7ce11862-f705-490b-bc78-9cf9acea7e78.htseq.counts.gz,7ce11862-f705-490b-bc78-9cf9acea7e78_count,Transcriptome Profiling,gene_expression,2016-05-29T10:40:47.295671-05:00,253328,2018-09-10T14:54:07.520256-05:00,0eb7073a3db7eb80156cad4ef016f39e,da096957-d8e6-478a-bf5f-269b8400db85,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,be09c6d4-d029-427e-ad4f-b1106ff29749,released,7ce11862-f705-490b-bc78-9cf9acea7e78_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-ND-A4WF,TCGA-ND-A4WF-01A
6d1ffac1-6883-4749-ac9c-efa98844d892,TXT,TCGA-NF-A4WX-01A-11R-A28V-07,open,7a8e67ae-ec7c-4528-a625-ad298052b529.htseq.counts.gz,7a8e67ae-ec7c-4528-a625-ad298052b529_count,Transcriptome Profiling,gene_expression,2016-05-29T10:39:29.239694-05:00,254128,2018-09-10T14:54:07.520256-05:00,6632b65558ba640d1b0e66e51eba4c92,6d1ffac1-6883-4749-ac9c-efa98844d892,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,23218fde-fd17-409f-ab60-8454172dac8e,released,7a8e67ae-ec7c-4528-a625-ad298052b529_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NF-A4WX,TCGA-NF-A4WX-01A
7f9f1b93-4084-4b2a-830b-4e07e4dd7601,TXT,TCGA-N5-A4RV-01A-21R-A28V-07,open,e7548c64-eec1-4940-9b85-99b94542426e.htseq.counts.gz,e7548c64-eec1-4940-9b85-99b94542426e_count,Transcriptome Profiling,gene_expression,2016-05-29T10:14:37.290078-05:00,251146,2018-09-10T14:54:07.520256-05:00,958fa3d8556c36ebc30672d278520565,7f9f1b93-4084-4b2a-830b-4e07e4dd7601,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,20b349db-c02d-4451-ab7b-59dd5912cfdb,released,e7548c64-eec1-4940-9b85-99b94542426e_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N5-A4RV,TCGA-N5-A4RV-01A
9f4f4a08-35a4-4eec-9585-ff162d3e4e8d,TXT,TCGA-NA-A5I1-01A-21R-A28V-07,open,056b10b4-e507-4ddf-a6ab-f20bd7a9d47e.htseq.counts.gz,056b10b4-e507-4ddf-a6ab-f20bd7a9d47e_count,Transcriptome Profiling,gene_expression,2016-05-29T10:10:46.598006-05:00,256605,2018-09-10T14:54:07.520256-05:00,af81dd1cb4bfbe9fb2800f0ea3249ba0,9f4f4a08-35a4-4eec-9585-ff162d3e4e8d,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,26f09c2b-f844-40d9-88a7-281fe91e2136,released,056b10b4-e507-4ddf-a6ab-f20bd7a9d47e_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NA-A5I1,TCGA-NA-A5I1-01A
dd19ffe8-499f-4f76-8a97-2ded913a6f71,TXT,TCGA-N9-A4Q7-01A-11R-A28V-07,open,c29bb077-a7a7-4b14-8720-774e2fdae4a1.htseq.counts.gz,c29bb077-a7a7-4b14-8720-774e2fdae4a1_count,Transcriptome Profiling,gene_expression,2016-05-30T18:33:50.031039-05:00,250649,2018-09-10T14:54:07.520256-05:00,6de45b425806ec6edda8cd2e4571e613,dd19ffe8-499f-4f76-8a97-2ded913a6f71,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,fe1ce4aa-a3a8-43dc-acf3-bd260317f66b,released,c29bb077-a7a7-4b14-8720-774e2fdae4a1_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N9-A4Q7,TCGA-N9-A4Q7-01A
bc99f152-ce9d-4a3d-a54f-299d3813c73b,TXT,TCGA-N7-A4Y5-01A-12R-A28V-07,open,c06d1a9f-c20b-45a1-a145-de7c9098c01f.htseq.counts.gz,c06d1a9f-c20b-45a1-a145-de7c9098c01f_count,Transcriptome Profiling,gene_expression,2016-05-26T21:23:03.223909-05:00,249470,2018-09-10T14:54:07.520256-05:00,053d9b9164ef0cec47b1daf968a84362,bc99f152-ce9d-4a3d-a54f-299d3813c73b,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,d5139c53-a5f5-4abe-8071-9db91a56e4ee,released,c06d1a9f-c20b-45a1-a145-de7c9098c01f_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N7-A4Y5,TCGA-N7-A4Y5-01A
e440eaa9-4a98-43d1-9d78-20b0ad61568c,TXT,TCGA-N6-A4V9-01A-11R-A28V-07,open,e3e509bb-ffc6-4639-9e07-b154f9e53414.htseq.counts.gz,e3e509bb-ffc6-4639-9e07-b154f9e53414_count,Transcriptome Profiling,gene_expression,2016-05-30T18:21:36.031668-05:00,254437,2018-09-10T14:54:07.520256-05:00,18dcce87f5e981dfbf90ce5a89de5064,e440eaa9-4a98-43d1-9d78-20b0ad61568c,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,fa38f5e7-7df2-42ea-b185-61e84fcddb86,released,e3e509bb-ffc6-4639-9e07-b154f9e53414_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N6-A4V9,TCGA-N6-A4V9-01A
a92e433e-bb87-4c7f-8fd3-b8a936016bee,TXT,TCGA-NA-A4R1-01A-11R-A28V-07,open,6b397aa8-3457-4fba-ad87-619568b0ead6.htseq.counts.gz,6b397aa8-3457-4fba-ad87-619568b0ead6_count,Transcriptome Profiling,gene_expression,2016-05-30T18:30:26.356929-05:00,253493,2018-09-10T14:54:07.520256-05:00,813ef59fda77223513ac6cca0670257c,a92e433e-bb87-4c7f-8fd3-b8a936016bee,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,ce5a5d95-ad0d-4c2d-a2f6-b90c7ce4fc1b,released,6b397aa8-3457-4fba-ad87-619568b0ead6_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NA-A4R1,TCGA-NA-A4R1-01A
525c10b3-5ded-4b68-a488-c3f32246e252,TXT,TCGA-N5-A4RD-01A-11R-A28V-07,open,f72258b9-fa1e-4c96-9229-f9f711c72dc5.htseq.counts.gz,f72258b9-fa1e-4c96-9229-f9f711c72dc5_count,Transcriptome Profiling,gene_expression,2016-05-29T11:06:17.341118-05:00,256658,2018-09-10T14:54:07.520256-05:00,830df5e0c98334e8a2d5f513b86219cd,525c10b3-5ded-4b68-a488-c3f32246e252,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,b40704ef-9694-433b-87c8-e7657f8f6ff0,released,f72258b9-fa1e-4c96-9229-f9f711c72dc5_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N5-A4RD,TCGA-N5-A4RD-01A
6c71ce35-5396-48e3-85c8-f6fa05196e0e,TXT,TCGA-NA-A4QX-01A-11R-A28V-07,open,b8781416-020e-4af5-b33b-2604f67e17d8.htseq.counts.gz,b8781416-020e-4af5-b33b-2604f67e17d8_count,Transcriptome Profiling,gene_expression,2016-05-30T18:23:29.618606-05:00,256724,2018-09-10T14:54:07.520256-05:00,dc42e03c18ed5fa5dd7e81e8fdebe0b5,6c71ce35-5396-48e3-85c8-f6fa05196e0e,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,9a9b42ee-d93b-4a48-86eb-08576d8b8398,released,b8781416-020e-4af5-b33b-2604f67e17d8_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NA-A4QX,TCGA-NA-A4QX-01A
a05529f0-7395-44dc-bb7a-022bae612047,TXT,TCGA-N6-A4VD-01A-11R-A28V-07,open,ee6cb551-5613-4b05-9eac-f8d7541d8618.htseq.counts.gz,ee6cb551-5613-4b05-9eac-f8d7541d8618_count,Transcriptome Profiling,gene_expression,2016-05-26T21:15:07.836608-05:00,256800,2018-09-10T14:54:07.520256-05:00,585a1448b31d84b9f9fdd618e0a5c6d7,a05529f0-7395-44dc-bb7a-022bae612047,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,84dd9179-1b95-48bc-809d-1be11d7f59fc,released,ee6cb551-5613-4b05-9eac-f8d7541d8618_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N6-A4VD,TCGA-N6-A4VD-01A
00d32795-4040-4aad-a2d7-8a987cd857cd,TXT,TCGA-NF-A4WU-01A-11R-A28V-07,open,cf6bd60a-0bab-430c-b6d0-10182a554b78.htseq.counts.gz,cf6bd60a-0bab-430c-b6d0-10182a554b78_count,Transcriptome Profiling,gene_expression,2016-05-30T19:01:06.367165-05:00,256334,2018-09-10T14:54:07.520256-05:00,cce356dca454ee36aeea43b47cd6ba57,00d32795-4040-4aad-a2d7-8a987cd857cd,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,773dcab2-b86e-4761-829c-b342a7bf6f06,released,cf6bd60a-0bab-430c-b6d0-10182a554b78_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NF-A4WU,TCGA-NF-A4WU-01A
a0a19160-4b4b-4048-92d5-2730d7f87be2,TXT,TCGA-N9-A4PZ-01A-22R-A28V-07,open,05785b3d-b25b-4186-b60c-78ab299e8cab.htseq.counts.gz,05785b3d-b25b-4186-b60c-78ab299e8cab_count,Transcriptome Profiling,gene_expression,2016-05-30T18:22:04.775173-05:00,256377,2018-09-10T14:54:07.520256-05:00,7c0b4b0080b1ad30c55845ab3ccf5c6e,a0a19160-4b4b-4048-92d5-2730d7f87be2,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,55202bf0-aedf-4eca-9bf5-92e23034d9ba,released,05785b3d-b25b-4186-b60c-78ab299e8cab_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-N9-A4PZ,TCGA-N9-A4PZ-01A
be598fde-07ba-4fd4-962f-5f8ce70a4043,TXT,TCGA-NA-A4QY-01A-11R-A28V-07,open,4cd74c51-3bed-4726-8ddb-889af78e918b.htseq.counts.gz,4cd74c51-3bed-4726-8ddb-889af78e918b_count,Transcriptome Profiling,gene_expression,2016-05-30T18:49:59.163851-05:00,251383,2018-09-10T14:54:07.520256-05:00,c2d8e5a990f59ada2e59b958332a1943,be598fde-07ba-4fd4-962f-5f8ce70a4043,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-UCS,b2858e31-906a-47ea-b2ba-73c2625cf4db,released,4cd74c51-3bed-4726-8ddb-889af78e918b_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-NA-A4QY,TCGA-NA-A4QY-01A
