id,data_format,access,cases,file_name,data_category,submitter_id,type,created_datetime,file_size,md5sum,updated_datetime,file_id,data_type,state,experimental_strategy,version,data_release,project,analysis_id,analysis_state,analysis_submitter_id,analysis_workflow_link,analysis_workflow_type,analysis_workflow_version,sample_type,is_ffpe,cases.submitter_id,sample.submitter_id
b39411a3-9c73-418c-8160-cc777e5fbb10,TXT,open,TCGA-G4-6310-01A-11R-1723-07,5140a52e-42c4-4374-ae49-b208aff98396.htseq.counts.gz,Transcriptome Profiling,5140a52e-42c4-4374-ae49-b208aff98396_count,gene_expression,2016-05-26T21:15:26.161951-05:00,245576,db7274ef4d873b51ccf4e616fb288192,2018-09-06T16:20:48.972378-05:00,b39411a3-9c73-418c-8160-cc777e5fbb10,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,44998d39-f639-41a2-9922-cff78b331607,released,5140a52e-42c4-4374-ae49-b208aff98396_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-G4-6310,TCGA-G4-6310-01A
f53a0766-4d67-4b0a-89b3-e11933f38eef,TXT,open,TCGA-AA-3531-11A-01R-A32Z-07,583c83ca-b9dd-46d2-811d-a4cde176ee24.htseq.counts.gz,Transcriptome Profiling,583c83ca-b9dd-46d2-811d-a4cde176ee24_count,gene_expression,2016-05-29T10:17:49.006867-05:00,251400,d3657710f61d5509af5910c9abc82b02,2018-09-06T16:20:48.972378-05:00,f53a0766-4d67-4b0a-89b3-e11933f38eef,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,48bf4045-4874-4c23-b254-a2f58167bd35,released,583c83ca-b9dd-46d2-811d-a4cde176ee24_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Solid Tissue Normal,FALSE,TCGA-AA-3531,TCGA-AA-3531-11A
432da669-2f8d-48c3-9897-ef9287939d81,TXT,open,TCGA-AA-3866-01A-01R-1022-07,d469975e-a3a1-487a-a549-142720e1973a.htseq.counts.gz,Transcriptome Profiling,d469975e-a3a1-487a-a549-142720e1973a_count,gene_expression,2016-05-26T21:06:29.134250-05:00,243018,bcf1d010af2401bf8350552fc5be8b0f,2018-09-06T16:20:48.972378-05:00,432da669-2f8d-48c3-9897-ef9287939d81,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,e6d7da54-251d-4a4f-a26b-abc06992fd00,released,d469975e-a3a1-487a-a549-142720e1973a_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-AA-3866,TCGA-AA-3866-01A
1eb9fc2c-7cf0-4083-a4db-c2a93ae73ba9,TXT,open,TCGA-F4-6806-01A-11R-1839-07,97675f21-ce94-4e7c-bc46-179cc2903bf3.htseq.counts.gz,Transcriptome Profiling,97675f21-ce94-4e7c-bc46-179cc2903bf3_count,gene_expression,2016-05-29T11:02:47.416276-05:00,247105,e956744f509a1a69eaac7927152dca6f,2018-09-06T16:20:48.972378-05:00,1eb9fc2c-7cf0-4083-a4db-c2a93ae73ba9,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,4a0c9ffd-483d-4ae9-a75c-798e43e9eeaf,released,97675f21-ce94-4e7c-bc46-179cc2903bf3_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-F4-6806,TCGA-F4-6806-01A
b0d817dc-6519-41e7-9868-e72e8b616ca1,TXT,open,TCGA-AY-A8YK-01A-11R-A41B-07,0ee26933-679d-4e84-ab56-6b9581e5dbfd.htseq.counts.gz,Transcriptome Profiling,0ee26933-679d-4e84-ab56-6b9581e5dbfd_count,gene_expression,2016-05-30T18:46:15.352634-05:00,251145,981b7ecd42e686db0d2a98c188e486f8,2018-09-06T16:20:48.972378-05:00,b0d817dc-6519-41e7-9868-e72e8b616ca1,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,6ba202a5-d3e3-4e5e-ab2f-bec4dea7480d,released,0ee26933-679d-4e84-ab56-6b9581e5dbfd_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-AY-A8YK,TCGA-AY-A8YK-01A
958d8b1f-8e9a-4e80-beb7-b9a8e6ea0685,TXT,open,TCGA-AA-3852-01A-01R-0905-07,b04b6183-ac95-4bf2-93ca-2890212ef3c6.htseq.counts.gz,Transcriptome Profiling,b04b6183-ac95-4bf2-93ca-2890212ef3c6_count,gene_expression,2016-05-30T18:18:23.950055-05:00,241899,2374a89ed323bd5e031081ec434970b2,2018-09-06T16:20:48.972378-05:00,958d8b1f-8e9a-4e80-beb7-b9a8e6ea0685,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,a93a9d79-47a4-4640-b1ed-3b0d0914c022,released,b04b6183-ac95-4bf2-93ca-2890212ef3c6_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-AA-3852,TCGA-AA-3852-01A
ab4198d6-1be0-4ba3-9a0f-f5c8daffcf6e,TXT,open,TCGA-D5-5539-01A-01R-1653-07,65cfbf50-1318-4357-9df4-094f6dbec49c.htseq.counts.gz,Transcriptome Profiling,65cfbf50-1318-4357-9df4-094f6dbec49c_count,gene_expression,2016-05-26T21:15:57.764862-05:00,251373,c1b4549ec6ae63ef790672336a7c1c1a,2018-09-06T16:20:48.972378-05:00,ab4198d6-1be0-4ba3-9a0f-f5c8daffcf6e,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,8482b738-b041-4c46-8834-d0e19e7e3bd6,released,65cfbf50-1318-4357-9df4-094f6dbec49c_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-D5-5539,TCGA-D5-5539-01A
d14ead6c-67ab-40df-8306-c3b24450f38b,TXT,open,TCGA-AZ-6601-01A-11R-1774-07,c3f9ba64-6946-45d4-984d-b33ef2589603.htseq.counts.gz,Transcriptome Profiling,c3f9ba64-6946-45d4-984d-b33ef2589603_count,gene_expression,2016-05-30T18:24:07.726480-05:00,251993,dee8c7e941688a454a671d3d62e5d6a2,2018-09-06T16:20:48.972378-05:00,d14ead6c-67ab-40df-8306-c3b24450f38b,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,2f834d87-6c80-4a63-a220-c1f6fda8166c,released,c3f9ba64-6946-45d4-984d-b33ef2589603_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-AZ-6601,TCGA-AZ-6601-01A
ab4d63a3-94a0-46fa-8400-fc9c5d7ad86a,TXT,open,TCGA-AA-3994-01A-01R-1113-07,4faf76ce-1e05-4fd0-b210-2135200fe729.htseq.counts.gz,Transcriptome Profiling,4faf76ce-1e05-4fd0-b210-2135200fe729_count,gene_expression,2016-05-30T18:21:07.158084-05:00,241951,f602959a9c3732220665e5997b1c4bb0,2018-09-06T16:20:48.972378-05:00,ab4d63a3-94a0-46fa-8400-fc9c5d7ad86a,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,f35511ff-57c8-4c5f-8beb-bffa4863133a,released,4faf76ce-1e05-4fd0-b210-2135200fe729_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-AA-3994,TCGA-AA-3994-01A
4959d63f-248f-4975-8bca-7f9add59f085,TXT,open,TCGA-G4-6307-01A-11R-1723-07,eb799eef-5506-4935-9649-c543a1d1bbd5.htseq.counts.gz,Transcriptome Profiling,eb799eef-5506-4935-9649-c543a1d1bbd5_count,gene_expression,2016-05-29T10:31:19.556294-05:00,254109,18d3cb57c929546baddb3d95fee44f21,2018-09-06T16:20:48.972378-05:00,4959d63f-248f-4975-8bca-7f9add59f085,Gene Expression Quantification,released,RNA-Seq,1,12.0 - 28.0,TCGA-COAD,316b1e00-895d-4558-8ba9-40e9a063cf64,released,eb799eef-5506-4935-9649-c543a1d1bbd5_count,https://github.com/NCI-GDC/htseq-cwl,HTSeq - Counts,v1,Primary Tumor,FALSE,TCGA-G4-6307,TCGA-G4-6307-01A
